,Compound,Date,Negative,Neutral,Positive,Tweet_Count,User
249,-0.4939,Sat Dec 09 21:09:02 +0000 2017,0.849,0.151,0.0,50,@CNN
250,0.5574,Sat Dec 09 21:09:02 +0000 2017,0.847,0.0,0.153,49,@CNN
251,0.4588,Sat Dec 09 21:09:02 +0000 2017,0.675,0.103,0.222,48,@CNN
252,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,47,@CNN
253,0.1027,Sat Dec 09 21:09:02 +0000 2017,0.744,0.12,0.136,46,@CNN
254,0.3612,Sat Dec 09 21:09:02 +0000 2017,0.884,0.0,0.116,45,@CNN
255,-0.296,Sat Dec 09 21:09:02 +0000 2017,0.879,0.121,0.0,44,@CNN
256,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,43,@CNN
257,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,42,@CNN
258,-0.6124,Sat Dec 09 21:09:02 +0000 2017,0.722,0.278,0.0,41,@CNN
259,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,40,@CNN
260,-0.5423,Sat Dec 09 21:09:02 +0000 2017,0.741,0.259,0.0,39,@CNN
261,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,38,@CNN
262,0.2732,Sat Dec 09 21:09:02 +0000 2017,0.905,0.0,0.095,37,@CNN
263,-0.3626,Sat Dec 09 21:09:02 +0000 2017,0.848,0.152,0.0,36,@CNN
264,-0.6597,Sat Dec 09 21:09:02 +0000 2017,0.812,0.188,0.0,35,@CNN
265,-0.2732,Sat Dec 09 21:09:02 +0000 2017,0.717,0.165,0.118,34,@CNN
266,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,33,@CNN
267,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,32,@CNN
268,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,31,@CNN
269,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,30,@CNN
270,0.836,Sat Dec 09 21:09:02 +0000 2017,0.639,0.0,0.361,29,@CNN
271,-0.4026,Sat Dec 09 21:09:02 +0000 2017,0.732,0.169,0.099,28,@CNN
272,0.128,Sat Dec 09 21:09:02 +0000 2017,0.788,0.091,0.121,27,@CNN
273,-0.6113,Sat Dec 09 21:09:02 +0000 2017,0.75,0.25,0.0,26,@CNN
274,-0.3818,Sat Dec 09 21:09:02 +0000 2017,0.784,0.147,0.069,25,@CNN
275,0.2263,Sat Dec 09 21:09:02 +0000 2017,0.905,0.0,0.095,24,@CNN
276,-0.4215,Sat Dec 09 21:09:02 +0000 2017,0.872,0.128,0.0,23,@CNN
277,-0.6705,Sat Dec 09 21:09:02 +0000 2017,0.809,0.191,0.0,22,@CNN
278,-0.5994,Sat Dec 09 21:09:02 +0000 2017,0.803,0.197,0.0,21,@CNN
279,-0.296,Sat Dec 09 21:09:02 +0000 2017,0.885,0.115,0.0,20,@CNN
280,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,19,@CNN
281,-0.34,Sat Dec 09 21:09:02 +0000 2017,0.876,0.124,0.0,18,@CNN
282,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,17,@CNN
283,-0.4391,Sat Dec 09 21:09:02 +0000 2017,0.855,0.145,0.0,16,@CNN
284,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,15,@CNN
285,-0.34,Sat Dec 09 21:09:02 +0000 2017,0.745,0.255,0.0,14,@CNN
286,-0.4939,Sat Dec 09 21:09:02 +0000 2017,0.802,0.198,0.0,13,@CNN
287,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,12,@CNN
288,0.2023,Sat Dec 09 21:09:02 +0000 2017,0.886,0.0,0.114,11,@CNN
289,-0.765,Sat Dec 09 21:09:02 +0000 2017,0.515,0.485,0.0,10,@CNN
290,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,9,@CNN
291,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,8,@CNN
292,0.296,Sat Dec 09 21:09:02 +0000 2017,0.896,0.0,0.104,7,@CNN
293,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,6,@CNN
294,-0.6705,Sat Dec 09 21:09:02 +0000 2017,0.809,0.191,0.0,5,@CNN
295,0.7579,Sat Dec 09 21:09:02 +0000 2017,0.667,0.0,0.333,4,@CNN
296,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,3,@CNN
297,0.3818,Sat Dec 09 21:09:02 +0000 2017,0.852,0.0,0.148,2,@CNN
298,-0.85,Sat Dec 09 21:09:02 +0000 2017,0.565,0.347,0.088,1,@CNN
299,-0.3612,Sat Dec 09 21:09:02 +0000 2017,0.8,0.2,0.0,0,@CNN
300,0.3612,Sat Dec 09 21:09:02 +0000 2017,0.706,0.0,0.294,99,@FoxNews
301,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,98,@FoxNews
302,-0.6597,Sat Dec 09 21:09:02 +0000 2017,0.625,0.375,0.0,97,@FoxNews
303,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,96,@FoxNews
304,-0.0772,Sat Dec 09 21:09:02 +0000 2017,0.514,0.28,0.206,95,@FoxNews
305,-0.4019,Sat Dec 09 21:09:02 +0000 2017,0.856,0.144,0.0,94,@FoxNews
306,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,93,@FoxNews
307,0.3182,Sat Dec 09 21:09:02 +0000 2017,0.612,0.15,0.238,92,@FoxNews
308,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,91,@FoxNews
309,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,90,@FoxNews
310,0.3818,Sat Dec 09 21:09:02 +0000 2017,0.822,0.0,0.178,89,@FoxNews
311,-0.128,Sat Dec 09 21:09:02 +0000 2017,0.467,0.29,0.243,88,@FoxNews
312,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,87,@FoxNews
313,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,86,@FoxNews
314,0.5423,Sat Dec 09 21:09:02 +0000 2017,0.741,0.0,0.259,85,@FoxNews
315,0.34,Sat Dec 09 21:09:02 +0000 2017,0.821,0.0,0.179,84,@FoxNews
316,0.5267,Sat Dec 09 21:09:02 +0000 2017,0.848,0.0,0.152,83,@FoxNews
317,0.4019,Sat Dec 09 21:09:02 +0000 2017,0.816,0.0,0.184,82,@FoxNews
318,0.3612,Sat Dec 09 21:09:02 +0000 2017,0.839,0.0,0.161,81,@FoxNews
319,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,80,@FoxNews
320,-0.296,Sat Dec 09 21:09:02 +0000 2017,0.901,0.099,0.0,79,@FoxNews
321,-0.4019,Sat Dec 09 21:09:02 +0000 2017,0.856,0.144,0.0,78,@FoxNews
322,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,77,@FoxNews
323,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,76,@FoxNews
324,-0.2732,Sat Dec 09 21:09:02 +0000 2017,0.593,0.244,0.163,75,@FoxNews
325,0.0516,Sat Dec 09 21:09:02 +0000 2017,0.816,0.088,0.095,74,@FoxNews
326,0.7717,Sat Dec 09 21:09:02 +0000 2017,0.539,0.0,0.461,73,@FoxNews
327,-0.3384,Sat Dec 09 21:09:02 +0000 2017,0.893,0.107,0.0,72,@FoxNews
328,-0.7869,Sat Dec 09 21:09:02 +0000 2017,0.682,0.318,0.0,71,@FoxNews
329,-0.8074,Sat Dec 09 21:09:02 +0000 2017,0.578,0.422,0.0,70,@FoxNews
330,0.4939,Sat Dec 09 21:09:02 +0000 2017,0.738,0.0,0.262,69,@FoxNews
331,0.7003,Sat Dec 09 21:09:02 +0000 2017,0.707,0.0,0.293,68,@FoxNews
332,0.2732,Sat Dec 09 21:09:02 +0000 2017,0.877,0.0,0.123,67,@FoxNews
333,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,66,@FoxNews
334,-0.7269,Sat Dec 09 21:09:02 +0000 2017,0.783,0.217,0.0,65,@FoxNews
335,0.6124,Sat Dec 09 21:09:02 +0000 2017,0.762,0.0,0.238,64,@FoxNews
336,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,63,@FoxNews
337,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,62,@FoxNews
338,0.5388,Sat Dec 09 21:09:02 +0000 2017,0.632,0.111,0.257,61,@FoxNews
339,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,60,@FoxNews
340,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,59,@FoxNews
341,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,58,@FoxNews
342,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,57,@FoxNews
343,0.3612,Sat Dec 09 21:09:02 +0000 2017,0.706,0.0,0.294,56,@FoxNews
344,0.34,Sat Dec 09 21:09:02 +0000 2017,0.821,0.0,0.179,55,@FoxNews
345,-0.7351,Sat Dec 09 21:09:02 +0000 2017,0.763,0.237,0.0,54,@FoxNews
346,-0.6249,Sat Dec 09 21:09:02 +0000 2017,0.687,0.313,0.0,53,@FoxNews
347,-0.1531,Sat Dec 09 21:09:02 +0000 2017,0.918,0.082,0.0,52,@FoxNews
348,-0.2732,Sat Dec 09 21:09:02 +0000 2017,0.593,0.244,0.163,51,@FoxNews
349,-0.8074,Sat Dec 09 21:09:02 +0000 2017,0.578,0.422,0.0,50,@FoxNews
350,-0.3818,Sat Dec 09 21:09:02 +0000 2017,0.776,0.147,0.078,49,@FoxNews
351,0.296,Sat Dec 09 21:09:02 +0000 2017,0.784,0.0,0.216,48,@FoxNews
352,-0.8442,Sat Dec 09 21:09:02 +0000 2017,0.606,0.394,0.0,47,@FoxNews
353,0.4939,Sat Dec 09 21:09:02 +0000 2017,0.738,0.0,0.262,46,@FoxNews
354,0.3818,Sat Dec 09 21:09:02 +0000 2017,0.86,0.0,0.14,45,@FoxNews
355,-0.128,Sat Dec 09 21:09:02 +0000 2017,0.629,0.203,0.168,44,@FoxNews
356,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,43,@FoxNews
357,0.5267,Sat Dec 09 21:09:02 +0000 2017,0.812,0.0,0.188,42,@FoxNews
358,-0.9231,Sat Dec 09 21:09:02 +0000 2017,0.549,0.451,0.0,41,@FoxNews
359,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,40,@FoxNews
360,0.6808,Sat Dec 09 21:09:02 +0000 2017,0.752,0.0,0.248,39,@FoxNews
361,0.4767,Sat Dec 09 21:09:02 +0000 2017,0.829,0.0,0.171,38,@FoxNews
362,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,37,@FoxNews
363,-0.5106,Sat Dec 09 21:09:02 +0000 2017,0.732,0.268,0.0,36,@FoxNews
364,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,35,@FoxNews
365,0.6369,Sat Dec 09 21:09:02 +0000 2017,0.826,0.0,0.174,34,@FoxNews
366,0.3182,Sat Dec 09 21:09:02 +0000 2017,0.594,0.182,0.224,33,@FoxNews
367,0.3612,Sat Dec 09 21:09:02 +0000 2017,0.889,0.0,0.111,32,@FoxNews
368,0.3612,Sat Dec 09 21:09:02 +0000 2017,0.828,0.0,0.172,31,@FoxNews
369,-0.3182,Sat Dec 09 21:09:02 +0000 2017,0.588,0.248,0.163,30,@FoxNews
370,-0.8555,Sat Dec 09 21:09:02 +0000 2017,0.543,0.457,0.0,29,@FoxNews
371,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,28,@FoxNews
372,-0.34,Sat Dec 09 21:09:02 +0000 2017,0.821,0.179,0.0,27,@FoxNews
373,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,26,@FoxNews
374,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,25,@FoxNews
375,-0.6908,Sat Dec 09 21:09:02 +0000 2017,0.719,0.281,0.0,24,@FoxNews
376,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,23,@FoxNews
377,-0.4023,Sat Dec 09 21:09:02 +0000 2017,0.881,0.119,0.0,22,@FoxNews
378,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,21,@FoxNews
379,0.5267,Sat Dec 09 21:09:02 +0000 2017,0.848,0.0,0.152,20,@FoxNews
380,0.4019,Sat Dec 09 21:09:02 +0000 2017,0.856,0.0,0.144,19,@FoxNews
381,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,18,@FoxNews
382,0.5859,Sat Dec 09 21:09:02 +0000 2017,0.743,0.0,0.257,17,@FoxNews
383,-0.4754,Sat Dec 09 21:09:02 +0000 2017,0.735,0.192,0.073,16,@FoxNews
384,-0.1566,Sat Dec 09 21:09:02 +0000 2017,0.653,0.165,0.182,15,@FoxNews
385,0.5106,Sat Dec 09 21:09:02 +0000 2017,0.732,0.0,0.268,14,@FoxNews
386,-0.7096,Sat Dec 09 21:09:02 +0000 2017,0.604,0.396,0.0,13,@FoxNews
387,-0.0772,Sat Dec 09 21:09:02 +0000 2017,0.584,0.213,0.203,12,@FoxNews
388,-0.7096,Sat Dec 09 21:09:02 +0000 2017,0.576,0.424,0.0,11,@FoxNews
389,0.5267,Sat Dec 09 21:09:02 +0000 2017,0.825,0.0,0.175,10,@FoxNews
390,0.743,Sat Dec 09 21:09:02 +0000 2017,0.73,0.0,0.27,9,@FoxNews
391,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,8,@FoxNews
392,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,7,@FoxNews
393,-0.5106,Sat Dec 09 21:09:02 +0000 2017,0.619,0.381,0.0,6,@FoxNews
394,0.0772,Sat Dec 09 21:09:02 +0000 2017,0.92,0.0,0.08,5,@FoxNews
395,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,4,@FoxNews
396,-0.4588,Sat Dec 09 21:09:02 +0000 2017,0.824,0.176,0.0,3,@FoxNews
397,0.5994,Sat Dec 09 21:09:02 +0000 2017,0.786,0.0,0.214,2,@FoxNews
398,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,1,@FoxNews
399,0.5267,Sat Dec 09 21:09:02 +0000 2017,0.779,0.0,0.221,0,@FoxNews
400,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,99,@nytimes
401,0.3182,Sat Dec 09 21:09:02 +0000 2017,0.773,0.077,0.149,98,@nytimes
402,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,97,@nytimes
403,-0.6597,Sat Dec 09 21:09:02 +0000 2017,0.803,0.197,0.0,96,@nytimes
404,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,95,@nytimes
405,0.5719,Sat Dec 09 21:09:02 +0000 2017,0.761,0.0,0.239,94,@nytimes
406,-0.4588,Sat Dec 09 21:09:02 +0000 2017,0.842,0.158,0.0,93,@nytimes
407,0.2023,Sat Dec 09 21:09:02 +0000 2017,0.795,0.0,0.205,92,@nytimes
408,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,91,@nytimes
409,0.6369,Sat Dec 09 21:09:02 +0000 2017,0.811,0.0,0.189,90,@nytimes
410,0.0498,Sat Dec 09 21:09:02 +0000 2017,0.69,0.151,0.159,89,@nytimes
411,-0.5574,Sat Dec 09 21:09:02 +0000 2017,0.606,0.284,0.11,88,@nytimes
412,0.6652,Sat Dec 09 21:09:02 +0000 2017,0.613,0.14,0.247,87,@nytimes
413,-0.296,Sat Dec 09 21:09:02 +0000 2017,0.901,0.099,0.0,86,@nytimes
414,-0.4939,Sat Dec 09 21:09:02 +0000 2017,0.792,0.208,0.0,85,@nytimes
415,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,84,@nytimes
416,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,83,@nytimes
417,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,82,@nytimes
418,0.4215,Sat Dec 09 21:09:02 +0000 2017,0.877,0.0,0.123,81,@nytimes
419,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,80,@nytimes
420,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,79,@nytimes
421,0.5106,Sat Dec 09 21:09:02 +0000 2017,0.751,0.0,0.249,78,@nytimes
422,0.4019,Sat Dec 09 21:09:02 +0000 2017,0.863,0.0,0.137,77,@nytimes
423,0.3818,Sat Dec 09 21:09:02 +0000 2017,0.597,0.153,0.25,76,@nytimes
424,0.3612,Sat Dec 09 21:09:02 +0000 2017,0.571,0.163,0.265,75,@nytimes
425,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,74,@nytimes
426,-0.743,Sat Dec 09 21:09:02 +0000 2017,0.656,0.344,0.0,73,@nytimes
427,-0.2263,Sat Dec 09 21:09:02 +0000 2017,0.894,0.106,0.0,72,@nytimes
428,0.6249,Sat Dec 09 21:09:02 +0000 2017,0.746,0.0,0.254,71,@nytimes
429,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,70,@nytimes
430,-0.3382,Sat Dec 09 21:09:02 +0000 2017,0.455,0.333,0.212,69,@nytimes
431,-0.7506,Sat Dec 09 21:09:02 +0000 2017,0.632,0.368,0.0,68,@nytimes
432,-0.1007,Sat Dec 09 21:09:02 +0000 2017,0.556,0.265,0.179,67,@nytimes
433,0.8555,Sat Dec 09 21:09:02 +0000 2017,0.625,0.0,0.375,66,@nytimes
434,-0.5423,Sat Dec 09 21:09:02 +0000 2017,0.697,0.239,0.065,65,@nytimes
435,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,64,@nytimes
436,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,63,@nytimes
437,0.1298,Sat Dec 09 21:09:02 +0000 2017,0.939,0.0,0.061,62,@nytimes
438,0.6486,Sat Dec 09 21:09:02 +0000 2017,0.725,0.0,0.275,61,@nytimes
439,0.4404,Sat Dec 09 21:09:02 +0000 2017,0.868,0.0,0.132,60,@nytimes
440,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,59,@nytimes
441,0.5106,Sat Dec 09 21:09:02 +0000 2017,0.667,0.102,0.231,58,@nytimes
442,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,57,@nytimes
443,0.2584,Sat Dec 09 21:09:02 +0000 2017,0.903,0.0,0.097,56,@nytimes
444,-0.2263,Sat Dec 09 21:09:02 +0000 2017,0.84,0.16,0.0,55,@nytimes
445,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,54,@nytimes
446,-0.3182,Sat Dec 09 21:09:02 +0000 2017,0.887,0.113,0.0,53,@nytimes
447,0.5574,Sat Dec 09 21:09:02 +0000 2017,0.714,0.0,0.286,52,@nytimes
448,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,51,@nytimes
449,-0.2263,Sat Dec 09 21:09:02 +0000 2017,0.605,0.242,0.153,50,@nytimes
450,0.4767,Sat Dec 09 21:09:02 +0000 2017,0.78,0.0,0.22,49,@nytimes
451,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,48,@nytimes
452,-0.296,Sat Dec 09 21:09:02 +0000 2017,0.663,0.199,0.138,47,@nytimes
453,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,46,@nytimes
454,-0.5423,Sat Dec 09 21:09:02 +0000 2017,0.72,0.28,0.0,45,@nytimes
455,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,44,@nytimes
456,-0.5972,Sat Dec 09 21:09:02 +0000 2017,0.754,0.246,0.0,43,@nytimes
457,0.7351,Sat Dec 09 21:09:02 +0000 2017,0.733,0.0,0.267,42,@nytimes
458,0.0772,Sat Dec 09 21:09:02 +0000 2017,0.909,0.0,0.091,41,@nytimes
459,0.4404,Sat Dec 09 21:09:02 +0000 2017,0.707,0.0,0.293,40,@nytimes
460,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,39,@nytimes
461,-0.5106,Sat Dec 09 21:09:02 +0000 2017,0.798,0.202,0.0,38,@nytimes
462,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,37,@nytimes
463,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,36,@nytimes
464,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,35,@nytimes
465,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,34,@nytimes
466,0.8225,Sat Dec 09 21:09:02 +0000 2017,0.677,0.0,0.323,33,@nytimes
467,0.6369,Sat Dec 09 21:09:02 +0000 2017,0.588,0.0,0.412,32,@nytimes
468,-0.25,Sat Dec 09 21:09:02 +0000 2017,0.913,0.087,0.0,31,@nytimes
469,0.2023,Sat Dec 09 21:09:02 +0000 2017,0.909,0.0,0.091,30,@nytimes
470,0.6369,Sat Dec 09 21:09:02 +0000 2017,0.826,0.0,0.174,29,@nytimes
471,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,28,@nytimes
472,0.3818,Sat Dec 09 21:09:02 +0000 2017,0.867,0.0,0.133,27,@nytimes
473,0.4939,Sat Dec 09 21:09:02 +0000 2017,0.849,0.0,0.151,26,@nytimes
474,0.8481,Sat Dec 09 21:09:02 +0000 2017,0.685,0.0,0.315,25,@nytimes
475,0.34,Sat Dec 09 21:09:02 +0000 2017,0.888,0.0,0.112,24,@nytimes
476,-0.3818,Sat Dec 09 21:09:02 +0000 2017,0.88,0.12,0.0,23,@nytimes
477,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,22,@nytimes
478,0.3182,Sat Dec 09 21:09:02 +0000 2017,0.887,0.0,0.113,21,@nytimes
479,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,20,@nytimes
480,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,19,@nytimes
481,0.2732,Sat Dec 09 21:09:02 +0000 2017,0.87,0.0,0.13,18,@nytimes
482,-0.7269,Sat Dec 09 21:09:02 +0000 2017,0.596,0.404,0.0,17,@nytimes
483,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,16,@nytimes
484,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,15,@nytimes
485,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,14,@nytimes
486,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,13,@nytimes
487,0.6369,Sat Dec 09 21:09:02 +0000 2017,0.704,0.0,0.296,12,@nytimes
488,-0.4588,Sat Dec 09 21:09:02 +0000 2017,0.714,0.286,0.0,11,@nytimes
489,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,10,@nytimes
490,-0.5423,Sat Dec 09 21:09:02 +0000 2017,0.78,0.22,0.0,9,@nytimes
491,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,8,@nytimes
492,-0.3182,Sat Dec 09 21:09:02 +0000 2017,0.887,0.113,0.0,7,@nytimes
493,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,6,@nytimes
494,0.2584,Sat Dec 09 21:09:02 +0000 2017,0.903,0.0,0.097,5,@nytimes
495,-0.7845,Sat Dec 09 21:09:02 +0000 2017,0.669,0.331,0.0,4,@nytimes
496,0.4019,Sat Dec 09 21:09:02 +0000 2017,0.847,0.0,0.153,3,@nytimes
497,0.0,Sat Dec 09 21:09:02 +0000 2017,1.0,0.0,0.0,2,@nytimes
498,0.5719,Sat Dec 09 21:09:02 +0000 2017,0.783,0.0,0.217,1,@nytimes
499,0.5574,Sat Dec 09 21:09:02 +0000 2017,0.783,0.0,0.217,0,@nytimes
